Location,Detail Link,Image Name,Price,Property Type,Photo Count,Broker,Beds,Baths,Sqft,Lot Size,Sold Date
"246 Spring Street Unit 1111, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--2,246_Spring_Street_Unit1111_New_York_NY.jpg,"$518,000",Sold Condo,1 photo,Manhattan Network Inc,–,1,460,,08/08/2023
"395 Broadway Unit 12C, New York, NY",https://www.estately.com/listings/info/395-broadway-new-york-ny-10013--1,395_Broadway_Unit12C_New_York_NY.jpg,"$1,700,000",Sold Condo,1 photo,Julia B Fee Sothebys Int. Rlty,2,2,"1,200",,06/12/2023
"67 Franklin Street Unit 7A, New York, NY",https://www.estately.com/listings/info/67-franklin-street-new-york-ny-10013,67_Franklin_Street_Unit7A_New_York_NY.jpg,"$8,400,000",Sold Condo,1 photo,Serhant LLC,4,4,"4,250",,04/06/2022
"50 Franklin Street Unit 11A, New York, NY",https://www.estately.com/listings/info/50-franklin-street-new-york-ny-10013--1,50_Franklin_Street_Unit11A_New_York_NY.jpg,"$1,198,000",Sold Condo,1 photo,Serhant LLC,1,1,720,,03/18/2022
"52 Thomas Street Unit 3C, New York, NY",https://www.estately.com/listings/info/52-thomas-street-new-york-ny-10013,52_Thomas_Street_Unit3C_New_York_NY.jpg,"$2,800,000",Sold Condo,1 photo,Serhant LLC,2,2,"1,742",,03/07/2022
"38 Hudson Street, Menlo Park Terrace, NJ",https://www.estately.com/listings/info/38-hudson-street--12,38_Hudson_Street_Menlo_Park_Terrace_NJ.jpg,"$426,000",Sold House,No photo,"EXP REALTY, LLC",4,2,"1,480","5,401",02/08/2022
"246 Spring Street Unit 1503, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--1,246_Spring_Street_Unit1503_New_York_NY.jpg,"$435,000",Sold Condo,1 photo,Barnes New York,–,1,488,,12/17/2021
"50 Walker Street Unit A5, New York, NY",https://www.estately.com/listings/info/50-walker-street-new-york-ny-10013,50_Walker_Street_UnitA5_New_York_NY.jpg,"$2,500,000",Sold House,1 photo,Serhant LLC,2,2,–,,12/09/2021
"2 2nd St Unit 2604, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st--48,2_2nd_St_Unit2604_Jersey_City_NJ.jpg,"$1,110,000",Sold House,18 photos,,1,1.5,–,,10/12/2021
"56 Leonard Street Unit 39B-EAST, New York, NY",https://www.estately.com/listings/info/56-leonard-street-new-york-ny-10013,56_Leonard_Street_Unit39BEAST_New_York_NY.jpg,"$4,495,000",Sold Condo,1 photo,R New York,2,3,"1,418",,09/07/2021
"2 River Terrace Unit 29F, New York, NY",https://www.estately.com/listings/info/2-river-terrace-new-york-ny-10282,2_River_Terrace_Unit29F_New_York_NY.jpg,"$1,925,000",Sold Condo,1 photo,Hauseit LLC,1,2,"1,092",,09/01/2021
"285 B S Broadway Unit B, Tarrytown, NY",https://www.estately.com/listings/info/285-b-s-broadway-greenburgh-ny-10591,285_B_S_Broadway_UnitB_Tarrytown_NY.jpg,"$490,000",Sold Condo,1 photo,Corcoran Legends Realty,2,3,"1,572",,05/18/2021
"376 Broadway Unit 18F, New York, NY",https://www.estately.com/listings/info/376-broadway-new-york-ny-10013,376_Broadway_Unit18F_New_York_NY.jpg,"$1,100,000",Sold Condo,No photo,Block & Lot Real Estate SVC,2,2,–,,03/26/2021
"100 Hudson Street Unit 4E, New York, NY",https://www.estately.com/listings/info/100-hudson-street-new-york-ny-10013,100_Hudson_Street_Unit4E_New_York_NY.jpg,"$1,600,000",Sold House,1 photo,Adel-Co Enterprises Inc,1,1,"1,163",,06/10/2019
"2390 Andrews Road, Canandaigua-Town, NY",https://www.estately.com/listings/info/2390-andrews-road-canandaigua-town-ny-14424,2390_Andrews_Road_CanandaiguaTown_NY.jpg,"$240,000",Sold House,21 photos,MLS# R1121377,3,3,"1,880",,07/25/2018
"200 Chambers Street, Outside Area (Inside Ca), NY",https://www.estately.com/listings/info/200-chambers-street--7,200_Chambers_Street_Outside_Area_Inside_Ca_NY.jpg,"$2,995,000",Sold Condo,1 photo,Sold Condo,2,2,"1,400",,04/14/2017
"14 Sixth Avenue, Call Listing Agent, NY",https://www.estately.com/listings/info/14-sixth-avenue-nassau-ny-11040,14_Sixth_Avenue_Call_Listing_Agent_NY.jpg,"$830,000",Sold House,1 photo,RE/MAX In The City,4,3,"2,950",,11/28/2016
"291 VAN NOSTRAND AVE, Jersey City, NJ",https://www.estately.com/listings/info/291-van-nostrand-ave,291_VAN_NOSTRAND_AVE_Jersey_City_NJ.jpg,"$181,100",Sold Multifamily,No photo,,–,–,–,"2,614",04/08/2015
"65 Centre Street, Call Listing Agent, NY",https://www.estately.com/listings/info/65-centre-street-city-island-ny-10464,65_Centre_Street_Call_Listing_Agent_NY.jpg,"$365,970",Sold House,1 photo,Century 21 Marciano,4,2,"1,332","3,267",10/23/2014
"2 2nd St Unit 3405, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st--4,2_2nd_St_Unit3405_Jersey_City_NJ.jpg,"$1,600,000",Sold House,1 photo,,2,2.5,–,,06/30/2014
"2 2nd St Unit 3303, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st--3,2_2nd_St_Unit3303_Jersey_City_NJ.jpg,"$1,475,000",Sold House,No photo,,2,2.5,–,,05/06/2014
"2 2nd St PH4005 Unit 4005, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st-ph4005,2_2nd_St_PH4005_Unit4005_Jersey_City_NJ.jpg,"$1,600,000",Sold House,1 photo,,2,2.5,–,,08/02/2013
"201 E 28 Street Unit 17G, Out Of Area Town, NY",https://www.estately.com/listings/info/201-e-28-street-out-of-area-town-ny-10013,201_E_28_Street_Unit17G_Out_Of_Area_Town_NY.jpg,"$750,000",Sold House,No photo,Corcoran,1,1,–,,07/25/2013
"27 Harrison Street, Out Of Area Town, NY",https://www.estately.com/listings/info/27-harrison-street-out-of-area-town-ny-10013,27_Harrison_Street_Out_Of_Area_Town_NY.jpg,"$4,250,000",Sold Townhouse,No photo,Corcoran,4,5,–,,05/08/2013
"9 Murray Street Unit 8W, Out Of Area Town, NY",https://www.estately.com/listings/info/9-murray-street-out-of-area-town-ny-10007,9_Murray_Street_Unit8W_Out_Of_Area_Town_NY.jpg,"$3,300,000",Sold Condo,No photo,Corcoran,4,3,–,,05/08/2013
"200 Chambers Street Unit 9F, Out Of Area Town, NY",https://www.estately.com/listings/info/200-chambers-street-out-of-area-town-ny-10007,200_Chambers_Street_Unit9F_Out_Of_Area_Town_NY.jpg,"$975,000",Sold Condo,1 photo,Keller Williams Rlty Landmark,1,1,754,,08/09/2012
"45 RIVER DR SOUTH Unit 3408, Jersey City, NJ",https://www.estately.com/listings/info/45-river-dr-south,45_RIVER_DR_SOUTH_Unit3408_Jersey_City_NJ.jpg,"$292,000",Sold House,No photo,,1,1,–,,09/08/2008
"15 Renwick Unit 6, Stamford",https://www.estately.com/listings/info/15-renwick-stamford-06905,15_Renwick_Unit6_Stamford.jpg,"$87,000",Sold House,1 photo,William Pitt Sotheby's Int'l,3,2,"1,260",,06/03/1997
"246 Spring Street Unit 1111, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--2,246_Spring_Street_Unit1111_New_York_NY.jpg,"$518,000",Sold Condo,1 photo,Manhattan Network Inc,–,1,460,,08/08/2023
"395 Broadway Unit 12C, New York, NY",https://www.estately.com/listings/info/395-broadway-new-york-ny-10013--1,395_Broadway_Unit12C_New_York_NY.jpg,"$1,700,000",Sold Condo,1 photo,Julia B Fee Sothebys Int. Rlty,2,2,"1,200",,06/12/2023
"67 Franklin Street Unit 7A, New York, NY",https://www.estately.com/listings/info/67-franklin-street-new-york-ny-10013,67_Franklin_Street_Unit7A_New_York_NY.jpg,"$8,400,000",Sold Condo,1 photo,Serhant LLC,4,4,"4,250",,04/06/2022
"50 Franklin Street Unit 11A, New York, NY",https://www.estately.com/listings/info/50-franklin-street-new-york-ny-10013--1,50_Franklin_Street_Unit11A_New_York_NY.jpg,"$1,198,000",Sold Condo,1 photo,Serhant LLC,1,1,720,,03/18/2022
"52 Thomas Street Unit 3C, New York, NY",https://www.estately.com/listings/info/52-thomas-street-new-york-ny-10013,52_Thomas_Street_Unit3C_New_York_NY.jpg,"$2,800,000",Sold Condo,1 photo,Serhant LLC,2,2,"1,742",,03/07/2022
"38 Hudson Street, Menlo Park Terrace, NJ",https://www.estately.com/listings/info/38-hudson-street--12,38_Hudson_Street_Menlo_Park_Terrace_NJ.jpg,"$426,000",Sold House,No photo,"EXP REALTY, LLC",4,2,"1,480","5,401",02/08/2022
"246 Spring Street Unit 1503, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--1,246_Spring_Street_Unit1503_New_York_NY.jpg,"$435,000",Sold Condo,1 photo,Barnes New York,–,1,488,,12/17/2021
"50 Walker Street Unit A5, New York, NY",https://www.estately.com/listings/info/50-walker-street-new-york-ny-10013,50_Walker_Street_UnitA5_New_York_NY.jpg,"$2,500,000",Sold House,1 photo,Serhant LLC,2,2,–,,12/09/2021
"2 2nd St Unit 2604, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st--48,2_2nd_St_Unit2604_Jersey_City_NJ.jpg,"$1,110,000",Sold House,18 photos,,1,1.5,–,,10/12/2021
"56 Leonard Street Unit 39B-EAST, New York, NY",https://www.estately.com/listings/info/56-leonard-street-new-york-ny-10013,56_Leonard_Street_Unit39BEAST_New_York_NY.jpg,"$4,495,000",Sold Condo,1 photo,R New York,2,3,"1,418",,09/07/2021
"2 River Terrace Unit 29F, New York, NY",https://www.estately.com/listings/info/2-river-terrace-new-york-ny-10282,2_River_Terrace_Unit29F_New_York_NY.jpg,"$1,925,000",Sold Condo,1 photo,Hauseit LLC,1,2,"1,092",,09/01/2021
"285 B S Broadway Unit B, Tarrytown, NY",https://www.estately.com/listings/info/285-b-s-broadway-greenburgh-ny-10591,285_B_S_Broadway_UnitB_Tarrytown_NY.jpg,"$490,000",Sold Condo,1 photo,Corcoran Legends Realty,2,3,"1,572",,05/18/2021
"376 Broadway Unit 18F, New York, NY",https://www.estately.com/listings/info/376-broadway-new-york-ny-10013,376_Broadway_Unit18F_New_York_NY.jpg,"$1,100,000",Sold Condo,No photo,Block & Lot Real Estate SVC,2,2,–,,03/26/2021
"100 Hudson Street Unit 4E, New York, NY",https://www.estately.com/listings/info/100-hudson-street-new-york-ny-10013,100_Hudson_Street_Unit4E_New_York_NY.jpg,"$1,600,000",Sold House,1 photo,Adel-Co Enterprises Inc,1,1,"1,163",,06/10/2019
"2390 Andrews Road, Canandaigua-Town, NY",https://www.estately.com/listings/info/2390-andrews-road-canandaigua-town-ny-14424,2390_Andrews_Road_CanandaiguaTown_NY.jpg,"$240,000",Sold House,21 photos,MLS# R1121377,3,3,"1,880",,07/25/2018
"200 Chambers Street, Outside Area (Inside Ca), NY",https://www.estately.com/listings/info/200-chambers-street--7,200_Chambers_Street_Outside_Area_Inside_Ca_NY.jpg,"$2,995,000",Sold Condo,1 photo,Sold Condo,2,2,"1,400",,04/14/2017
"14 Sixth Avenue, Call Listing Agent, NY",https://www.estately.com/listings/info/14-sixth-avenue-nassau-ny-11040,14_Sixth_Avenue_Call_Listing_Agent_NY.jpg,"$830,000",Sold House,1 photo,RE/MAX In The City,4,3,"2,950",,11/28/2016
"291 VAN NOSTRAND AVE, Jersey City, NJ",https://www.estately.com/listings/info/291-van-nostrand-ave,291_VAN_NOSTRAND_AVE_Jersey_City_NJ.jpg,"$181,100",Sold Multifamily,No photo,,–,–,–,"2,614",04/08/2015
"65 Centre Street, Call Listing Agent, NY",https://www.estately.com/listings/info/65-centre-street-city-island-ny-10464,65_Centre_Street_Call_Listing_Agent_NY.jpg,"$365,970",Sold House,1 photo,Century 21 Marciano,4,2,"1,332","3,267",10/23/2014
"2 2nd St Unit 3405, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st--4,2_2nd_St_Unit3405_Jersey_City_NJ.jpg,"$1,600,000",Sold House,1 photo,,2,2.5,–,,06/30/2014
"2 2nd St Unit 3303, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st--3,2_2nd_St_Unit3303_Jersey_City_NJ.jpg,"$1,475,000",Sold House,No photo,,2,2.5,–,,05/06/2014
"2 2nd St PH4005 Unit 4005, Jersey City, NJ",https://www.estately.com/listings/info/2-2nd-st-ph4005,2_2nd_St_PH4005_Unit4005_Jersey_City_NJ.jpg,"$1,600,000",Sold House,1 photo,,2,2.5,–,,08/02/2013
"201 E 28 Street Unit 17G, Out Of Area Town, NY",https://www.estately.com/listings/info/201-e-28-street-out-of-area-town-ny-10013,201_E_28_Street_Unit17G_Out_Of_Area_Town_NY.jpg,"$750,000",Sold House,No photo,Corcoran,1,1,–,,07/25/2013
"27 Harrison Street, Out Of Area Town, NY",https://www.estately.com/listings/info/27-harrison-street-out-of-area-town-ny-10013,27_Harrison_Street_Out_Of_Area_Town_NY.jpg,"$4,250,000",Sold Townhouse,No photo,Corcoran,4,5,–,,05/08/2013
"9 Murray Street Unit 8W, Out Of Area Town, NY",https://www.estately.com/listings/info/9-murray-street-out-of-area-town-ny-10007,9_Murray_Street_Unit8W_Out_Of_Area_Town_NY.jpg,"$3,300,000",Sold Condo,No photo,Corcoran,4,3,–,,05/08/2013
"200 Chambers Street Unit 9F, Out Of Area Town, NY",https://www.estately.com/listings/info/200-chambers-street-out-of-area-town-ny-10007,200_Chambers_Street_Unit9F_Out_Of_Area_Town_NY.jpg,"$975,000",Sold Condo,1 photo,Keller Williams Rlty Landmark,1,1,754,,08/09/2012
"45 RIVER DR SOUTH Unit 3408, Jersey City, NJ",https://www.estately.com/listings/info/45-river-dr-south,45_RIVER_DR_SOUTH_Unit3408_Jersey_City_NJ.jpg,"$292,000",Sold House,No photo,,1,1,–,,09/08/2008
"15 Renwick Unit 6, Stamford",https://www.estately.com/listings/info/15-renwick-stamford-06905,15_Renwick_Unit6_Stamford.jpg,"$87,000",Sold House,1 photo,William Pitt Sotheby's Int'l,3,2,"1,260",,06/03/1997
"95 Greene Street Unit 4A, New York, NY",https://www.estately.com/listings/info/95-greene-street-new-york-ny-10012,95_Greene_Street_Unit4A_New_York_NY.jpg,"$2,300,000",Sold Condo,1 photo,Barnes New York,1,2,"1,205",,01/22/2024
"246 Spring Street Unit 1111, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--2,246_Spring_Street_Unit1111_New_York_NY.jpg,"$518,000",Sold Condo,1 photo,Manhattan Network Inc,–,1,460,,08/08/2023
"395 Broadway Unit 12C, New York, NY",https://www.estately.com/listings/info/395-broadway-new-york-ny-10013--1,395_Broadway_Unit12C_New_York_NY.jpg,"$1,700,000",Sold Condo,1 photo,Julia B Fee Sothebys Int. Rlty,2,2,"1,200",,06/12/2023
"50 Bayard Street Unit 6G, New York, NY",https://www.estately.com/listings/info/50-bayard-street-new-york-ny-10013--3,50_Bayard_Street_Unit6G_New_York_NY.jpg,"$699,000",Sold Condo,1 photo,East Coast REALTORS  Inc,1,1,603,,05/03/2023
"1 Eldrige Street Unit 4A, New York, NY",https://www.estately.com/listings/info/1-eldrige-street-new-york-ny-10002--1,1_Eldrige_Street_Unit4A_New_York_NY.jpg,"$490,000",Sold Condo,1 photo,Winzone Realty Inc,–,1,449,,03/14/2023
"242 Lafayette Street Unit 3S, New York, NY",https://www.estately.com/listings/info/242-lafayette-street-new-york-ny-10012--1,242_Lafayette_Street_Unit3S_New_York_NY.jpg,"$2,200,000",Sold House,1 photo,"Key Real Estate Services, LLC",2,2,"1,350",,03/04/2023
"168 Mulberry Street Unit D2, New York, NY",https://www.estately.com/listings/info/168-mulberry-street-new-york-ny-10013--1,168_Mulberry_Street_UnitD2_New_York_NY.jpg,"$560,000",Sold House,1 photo,Gerard R Desgranges,1,1,600,,02/17/2023
"112 Prince Street Unit 2FL, New York, NY",https://www.estately.com/listings/info/112-prince-street-new-york-ny-10012,112_Prince_Street_Unit2FL_New_York_NY.jpg,"$4,200,000",Sold House,1 photo,Serhant LLC,3,3,"2,500",,01/06/2023
"86 Elizabeth St, New York, NY",https://www.estately.com/listings/info/86-elizabeth-st-new-york-ny-10013,86_Elizabeth_St_New_York_NY.jpg,"$5,100,000",Sold Multifamily,1 photo,Keller Williams Landmark II,8,16,–,"2,250",09/15/2022
"170 Mulberry Street Unit D4, New York, NY",https://www.estately.com/listings/info/170-mulberry-street-new-york-ny-10013,170_Mulberry_Street_UnitD4_New_York_NY.jpg,"$575,000",Sold House,1 photo,Gerard R Desgranges,1,1,600,,06/23/2022
"18 Eldridge Street Unit 2A, New York, NY",https://www.estately.com/listings/info/18-eldridge-street-new-york-ny-10002,18_Eldridge_Street_Unit2A_New_York_NY.jpg,"$730,000",Sold Condo,1 photo,Redfin Real Estate,1,1,715,,04/29/2022
"67 Franklin Street Unit 7A, New York, NY",https://www.estately.com/listings/info/67-franklin-street-new-york-ny-10013,67_Franklin_Street_Unit7A_New_York_NY.jpg,"$8,400,000",Sold Condo,1 photo,Serhant LLC,4,4,"4,250",,04/06/2022
"50 Franklin Street Unit 11A, New York, NY",https://www.estately.com/listings/info/50-franklin-street-new-york-ny-10013--1,50_Franklin_Street_Unit11A_New_York_NY.jpg,"$1,198,000",Sold Condo,1 photo,Serhant LLC,1,1,720,,03/18/2022
"52 Thomas Street Unit 3C, New York, NY",https://www.estately.com/listings/info/52-thomas-street-new-york-ny-10013,52_Thomas_Street_Unit3C_New_York_NY.jpg,"$2,800,000",Sold Condo,1 photo,Serhant LLC,2,2,"1,742",,03/07/2022
"86 Canal Street Unit 8D, New York, NY",https://www.estately.com/listings/info/86-canal-street-new-york-ny-10002,86_Canal_Street_Unit8D_New_York_NY.jpg,"$760,000",Sold Condo,1 photo,Winzone Realty Inc,2,2,760,,03/03/2022
"38 Hudson Street, Menlo Park Terrace, NJ",https://www.estately.com/listings/info/38-hudson-street--12,38_Hudson_Street_Menlo_Park_Terrace_NJ.jpg,"$426,000",Sold House,No photo,"EXP REALTY, LLC",4,2,"1,480","5,401",02/08/2022
"246 Spring Street Unit 1503, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--1,246_Spring_Street_Unit1503_New_York_NY.jpg,"$435,000",Sold Condo,1 photo,Barnes New York,–,1,488,,12/17/2021
"50 Walker Street Unit A5, New York, NY",https://www.estately.com/listings/info/50-walker-street-new-york-ny-10013,50_Walker_Street_UnitA5_New_York_NY.jpg,"$2,500,000",Sold House,1 photo,Serhant LLC,2,2,–,,12/09/2021
"50 Bayard Street Unit 3K, New York, NY",https://www.estately.com/listings/info/50-bayard-street-new-york-ny-10013--2,50_Bayard_Street_Unit3K_New_York_NY.jpg,"$800,000",Sold Condo,1 photo,East Coast REALTORS  Inc,2,1,–,,12/09/2021
"56 Leonard Street Unit 39B-EAST, New York, NY",https://www.estately.com/listings/info/56-leonard-street-new-york-ny-10013,56_Leonard_Street_Unit39BEAST_New_York_NY.jpg,"$4,495,000",Sold Condo,1 photo,R New York,2,3,"1,418",,09/07/2021
"2 River Terrace Unit 29F, New York, NY",https://www.estately.com/listings/info/2-river-terrace-new-york-ny-10282,2_River_Terrace_Unit29F_New_York_NY.jpg,"$1,925,000",Sold Condo,1 photo,Hauseit LLC,1,2,"1,092",,09/01/2021
"88 Canal Street Unit 7D, New York, NY",https://www.estately.com/listings/info/88-canal-street-new-york-ny-10002,88_Canal_Street_Unit7D_New_York_NY.jpg,"$804,000",Sold Condo,1 photo,Winzone Realty Inc,2,2,–,,08/05/2021
"285 B S Broadway Unit B, Tarrytown, NY",https://www.estately.com/listings/info/285-b-s-broadway-greenburgh-ny-10591,285_B_S_Broadway_UnitB_Tarrytown_NY.jpg,"$490,000",Sold Condo,1 photo,Corcoran Legends Realty,2,3,"1,572",,05/18/2021
"376 Broadway Unit 18F, New York, NY",https://www.estately.com/listings/info/376-broadway-new-york-ny-10013,376_Broadway_Unit18F_New_York_NY.jpg,"$1,100,000",Sold Condo,No photo,Block & Lot Real Estate SVC,2,2,–,,03/26/2021
"29 Howard Street Unit 4D, New York, NY",https://www.estately.com/listings/info/29-howard-street-new-york-ny-10013,29_Howard_Street_Unit4D_New_York_NY.jpg,"$2,550,000",Sold Condo,1 photo,Manhattan Network Inc,2,2,"2,061",,08/14/2020
"180 Park Row Unit 6D, Out Of Area Town, NY",https://www.estately.com/listings/info/180-park-row-out-of-area-town-ny-10038,180_Park_Row_Unit6D_Out_Of_Area_Town_NY.jpg,"$695,000",Sold House,1 photo,E Realty International Corp,1,1,850,,07/30/2020
"140 Thompson Street Unit 1C, New York, NY",https://www.estately.com/listings/info/140-thompson-street-new-york-ny-10012,140_Thompson_Street_Unit1C_New_York_NY.jpg,"$2,500,000",Sold House,1 photo,Keller Williams NYC,2,2,–,,01/08/2020
"210 Thompson Street Unit 5Ds, Out Of Area Town, NY",https://www.estately.com/listings/info/210-thompson-street-out-of-area-town-ny-10012,210_Thompson_Street_Unit5Ds_Out_Of_Area_Town_NY.jpg,"$572,000",Sold House,1 photo,Home Sweet Homes Real Prop Inc,2,1,–,,09/26/2019
"13 Bond Street, North Brunswick, NJ",https://www.estately.com/listings/info/13-bond-street--2,13_Bond_Street_North_Brunswick_NJ.jpg,"$535,000",Sold Condo,No photo,PULTE COMMUNITIES NJ LIMITED,3,4,"2,600",,06/13/2019
"100 Hudson Street Unit 4E, New York, NY",https://www.estately.com/listings/info/100-hudson-street-new-york-ny-10013,100_Hudson_Street_Unit4E_New_York_NY.jpg,"$1,600,000",Sold House,1 photo,Adel-Co Enterprises Inc,1,1,"1,163",,06/10/2019
"86 92 Canal Street Unit 6C, Out Of Area Town, NY",https://www.estately.com/listings/info/86-92-canal-street-out-of-area-town-ny-10002,86_92_Canal_Street_Unit6C_Out_Of_Area_Town_NY.jpg,"$810,000",Sold Condo,1 photo,Winzone Realty Inc,2,1,–,,08/01/2018
"2390 Andrews Road, Canandaigua-Town, NY",https://www.estately.com/listings/info/2390-andrews-road-canandaigua-town-ny-14424,2390_Andrews_Road_CanandaiguaTown_NY.jpg,"$240,000",Sold House,21 photos,MLS# R1121377,3,3,"1,880",,07/25/2018
"50 Bayard Street Unit 4H, Out Of Area Town, NY",https://www.estately.com/listings/info/50-bayard-street-out-of-area-town-ny-10013--1,50_Bayard_Street_Unit4H_Out_Of_Area_Town_NY.jpg,"$610,000",Sold Condo,1 photo,Winzone Realty Inc,2,1,630,,06/15/2018
"200 Chambers Street, Outside Area (Inside Ca), NY",https://www.estately.com/listings/info/200-chambers-street--7,200_Chambers_Street_Outside_Area_Inside_Ca_NY.jpg,"$2,995,000",Sold Condo,1 photo,Sold Condo,2,2,"1,400",,04/14/2017
"14 Sixth Avenue, Call Listing Agent, NY",https://www.estately.com/listings/info/14-sixth-avenue-nassau-ny-11040,14_Sixth_Avenue_Call_Listing_Agent_NY.jpg,"$830,000",Sold House,1 photo,RE/MAX In The City,4,3,"2,950",,11/28/2016
"200 Mercer Street Unit 3D, Out Of Area Town, NY",https://www.estately.com/listings/info/200-mercer-street-out-of-area-town-ny-10012,200_Mercer_Street_Unit3D_Out_Of_Area_Town_NY.jpg,"$2,250,000",Sold House,1 photo,Century Homes Realty Group LLC,2,2,"2,305",,03/04/2016
"170 Park Row Unit 22E, Out Of Area Town, NY",https://www.estately.com/listings/info/170-park-row-out-of-area-town-ny-10038,170_Park_Row_Unit22E_Out_Of_Area_Town_NY.jpg,"$399,000",Sold House,1 photo,Winzone Realty Inc,–,1,550,,09/26/2015
"291 VAN NOSTRAND AVE, Jersey City, NJ",https://www.estately.com/listings/info/291-van-nostrand-ave,291_VAN_NOSTRAND_AVE_Jersey_City_NJ.jpg,"$181,100",Sold Multifamily,No photo,,–,–,–,"2,614",04/08/2015
"25 27 Eldridge Street, Out Of Area Town, NY",https://www.estately.com/listings/info/25-27-eldridge-street-out-of-area-town-ny-10573,25_27_Eldridge_Street_Out_Of_Area_Town_NY.jpg,"$366,000",Sold Multifamily,No photo,Real Estate Mgmt Consultants,12,6,"4,524","5,083",03/30/2015
"65 Centre Street, Call Listing Agent, NY",https://www.estately.com/listings/info/65-centre-street-city-island-ny-10464,65_Centre_Street_Call_Listing_Agent_NY.jpg,"$365,970",Sold House,1 photo,Century 21 Marciano,4,2,"1,332","3,267",10/23/2014
"94 Centre Street, Call Listing Agent, NY",https://www.estately.com/listings/info/94-centre-street-city-island-ny-10464,94_Centre_Street_Call_Listing_Agent_NY.jpg,"$389,021",Sold Townhouse,1 photo,Century 21 Marciano,3,2,"1,728","2,479",10/02/2014
"201 E 28 Street Unit 17G, Out Of Area Town, NY",https://www.estately.com/listings/info/201-e-28-street-out-of-area-town-ny-10013,201_E_28_Street_Unit17G_Out_Of_Area_Town_NY.jpg,"$750,000",Sold House,No photo,Corcoran,1,1,–,,07/25/2013
"124 Thompson Street Unit 16, New York, NY",https://www.estately.com/listings/info/124-thompson-street-new-york-ny-10012,124_Thompson_Street_Unit16_New_York_NY.jpg,"$674,000",Sold House,1 photo,Coldwell Banker Residential Brokerage,1,1,775,,05/27/2013
"77 Bleecker Street, Out Of Area Town, NY",https://www.estately.com/listings/info/77-bleecker-street-out-of-area-town-ny-10012,77_Bleecker_Street_Out_Of_Area_Town_NY.jpg,"$869,000",Sold House,No photo,Corcoran,1,2,–,,05/08/2013
"9 Murray Street Unit 8W, Out Of Area Town, NY",https://www.estately.com/listings/info/9-murray-street-out-of-area-town-ny-10007,9_Murray_Street_Unit8W_Out_Of_Area_Town_NY.jpg,"$3,300,000",Sold Condo,No photo,Corcoran,4,3,–,,05/08/2013
"27 Harrison Street, Out Of Area Town, NY",https://www.estately.com/listings/info/27-harrison-street-out-of-area-town-ny-10013,27_Harrison_Street_Out_Of_Area_Town_NY.jpg,"$4,250,000",Sold Townhouse,No photo,Corcoran,4,5,–,,05/08/2013
"50 Bayard Street Unit 5E, Out Of Area Town, NY",https://www.estately.com/listings/info/50-bayard-street-out-of-area-town-ny-10013,50_Bayard_Street_Unit5E_Out_Of_Area_Town_NY.jpg,"$656,000",Sold Condo,No photo,Bold Realty Corp,3,1,765,,04/17/2013
"200 Chambers Street Unit 9F, Out Of Area Town, NY",https://www.estately.com/listings/info/200-chambers-street-out-of-area-town-ny-10007,200_Chambers_Street_Unit9F_Out_Of_Area_Town_NY.jpg,"$975,000",Sold Condo,1 photo,Keller Williams Rlty Landmark,1,1,754,,08/09/2012
"148 Spring, Unknown NY City",https://www.estately.com/listings/info/148-spring-unknown-ny-city-10590,148_Spring_Unknown_NY_City.jpg,"$475,000",Sold House,1 photo,Keller Williams Realty,4,2,"2,165",,07/10/2012
"15 Renwick Unit 6, Stamford",https://www.estately.com/listings/info/15-renwick-stamford-06905,15_Renwick_Unit6_Stamford.jpg,"$87,000",Sold House,1 photo,William Pitt Sotheby's Int'l,3,2,"1,260",,06/03/1997
"246 Spring Street Unit 1111, New York, NY",https://www.estately.com/listings/info/246-spring-street-new-york-ny-10013--2,246_Spring_Street_Unit1111_New_York_NY.jpg,"$518,000",Sold Condo,1 photo,Manhattan Network Inc,–,1,460,,08/08/2023
"395 Broadway Unit 12C, New York, NY",https://www.estately.com/listings/info/395-broadway-new-york-ny-10013--1,395_Broadway_Unit12C_New_York_NY.jpg,"$1,700,000",Sold Condo,1 photo,Julia B Fee Sothebys Int. Rlty,2,2,"1,200",,06/12/2023
"67 Franklin Street Unit 7A, New York, NY",https://www.estately.com/listings/info/67-franklin-street-new-york-ny-10013,67_Franklin_Street_Unit7A_New_York_NY.jpg,"$8,400,000",Sold Condo,1 photo,Serhant LLC,4,4,"4,250",,04/06/2022
